Tanggal,Nama Produk,Jenis Transaksi,Dibuat,Terjual,Harga,Modal Satuan,Pemasukan,Pengeluaran
30/09/2021,kue soes,harian,40,37,1431.0,1300,120456.0,82105.0
30/09/2021,risoles,harian,31,28,1694.0,1100,51861.0,23239.0
30/09/2021,tahu isi,harian,11,9,2649.0,1100,17745.0,12587.0
30/09/2021,kue lumpur,harian,45,41,1776.0,1200,86664.0,82326.0
30/09/2021,wingko,harian,44,38,3219.0,1200,100359.0,33395.0
30/09/2021,lemper,harian,20,14,1612.0,1200,24407.0,34016.0
1/10/2021,bolu kukus,pesanan,42,39,2377.0,1200,50509.0,34058.0
1/10/2021,kue lapis,pesanan,44,42,2642.0,1100,65647.0,38862.0
1/10/2021,kue soes,harian,44,44,2360.0,1300,109715.0,57348.0
1/10/2021,risoles,harian,45,43,1817.0,1100,105591.0,59806.0
1/10/2021,tahu isi,pesanan,21,18,1340.0,1100,41899.0,17402.0
1/10/2021,kue lumpur,harian,12,8,1087.0,1200,15980.0,22781.0
1/10/2021,wingko,pesanan,33,27,2919.0,1200,35085.0,22248.0
1/10/2021,lemper,harian,34,32,1808.0,1200,87102.0,24890.0
2/10/2021,bolu kukus,pesanan,12,8,1771.0,1200,12504.0,7789.0
2/10/2021,kue lapis,harian,19,16,2196.0,1100,29999.0,16272.0
2/10/2021,kue soes,harian,32,30,2700.0,1300,71603.0,28034.0
2/10/2021,risoles,harian,26,23,1353.0,1100,43083.0,23480.0
2/10/2021,tahu isi,harian,12,6,2372.0,1100,7413.0,7875.0
2/10/2021,kue lumpur,harian,36,30,2137.0,1200,41885.0,38205.0
2/10/2021,wingko,harian,50,45,2616.0,1200,160183.0,84978.0
2/10/2021,lemper,pesanan,18,16,1718.0,1200,40023.0,25075.0
4/10/2021,bolu kukus,harian,36,35,1652.0,1200,89252.0,39734.0
4/10/2021,kue lapis,harian,27,23,1769.0,1100,64494.0,27390.0
4/10/2021,kue soes,pesanan,47,45,1955.0,1300,133155.0,94823.0
4/10/2021,risoles,harian,17,13,1351.0,1100,28219.0,15581.0
4/10/2021,tahu isi,harian,32,29,2702.0,1100,37928.0,27978.0
4/10/2021,kue lumpur,harian,15,10,1885.0,1200,23689.0,15660.0
4/10/2021,wingko,harian,49,45,2779.0,1200,93383.0,37107.0
4/10/2021,lemper,harian,42,36,3048.0,1200,50696.0,54598.0
5/10/2021,bolu kukus,harian,31,29,2172.0,1200,52140.0,23539.0
5/10/2021,kue lapis,pesanan,29,23,2188.0,1100,40720.0,43042.0
5/10/2021,kue soes,harian,15,14,3082.0,1300,41717.0,16265.0
5/10/2021,risoles,pesanan,15,14,1231.0,1100,21877.0,21363.0
5/10/2021,tahu isi,harian,33,28,2481.0,1100,71801.0,33754.0
5/10/2021,kue lumpur,harian,23,18,990.0,1200,29168.0,22443.0
5/10/2021,wingko,harian,12,8,2673.0,1200,19931.0,11187.0
5/10/2021,lemper,harian,47,42,3064.0,1200,109814.0,45874.0
6/10/2021,bolu kukus,pesanan,34,32,2188.0,1200,61234.0,47367.0
6/10/2021,kue lapis,pesanan,37,34,1073.0,1100,65681.0,39184.0
6/10/2021,kue soes,pesanan,13,10,2897.0,1300,27064.0,13926.0
6/10/2021,risoles,harian,12,8,2375.0,1100,10909.0,12962.0
6/10/2021,tahu isi,harian,36,34,2835.0,1100,93735.0,38980.0
6/10/2021,kue lumpur,pesanan,49,45,2232.0,1200,88643.0,32612.0
6/10/2021,wingko,harian,43,38,3707.0,1200,115352.0,55838.0
6/10/2021,lemper,harian,23,17,2037.0,1200,25795.0,27910.0
7/10/2021,bolu kukus,harian,49,48,1888.0,1200,74096.0,66837.0
7/10/2021,kue lapis,pesanan,15,11,1488.0,1100,14445.0,16763.0
7/10/2021,kue soes,harian,24,20,3103.0,1300,32248.0,27041.0
7/10/2021,risoles,harian,20,20,1990.0,1100,31534.0,25439.0
7/10/2021,tahu isi,pesanan,40,34,1985.0,1100,57411.0,36357.0
7/10/2021,kue lumpur,pesanan,23,16,1264.0,1200,22753.0,38825.0
7/10/2021,wingko,harian,44,41,2564.0,1200,42899.0,30785.0
7/10/2021,lemper,harian,18,15,1854.0,1200,51225.0,22688.0
8/10/2021,bolu kukus,harian,44,44,1802.0,1200,115063.0,48361.0
8/10/2021,kue lapis,harian,35,30,1694.0,1100,57817.0,42152.0
8/10/2021,kue soes,pesanan,42,38,3366.0,1300,112884.0,74513.0
8/10/2021,risoles,pesanan,33,29,1680.0,1100,38603.0,39453.0
8/10/2021,tahu isi,pesanan,43,36,988.0,1100,54484.0,60211.0
8/10/2021,kue lumpur,pesanan,32,26,1647.0,1200,57632.0,37994.0
8/10/2021,wingko,harian,20,16,2224.0,1200,35157.0,31627.0
8/10/2021,lemper,harian,48,41,2108.0,1200,85741.0,46802.0
9/10/2021,bolu kukus,harian,36,36,1321.0,1200,72733.0,56322.0
9/10/2021,kue lapis,harian,45,43,2173.0,1100,86455.0,40297.0
9/10/2021,kue soes,harian,27,26,2477.0,1300,64763.0,47869.0
9/10/2021,risoles,pesanan,47,45,2455.0,1100,125416.0,51513.0
9/10/2021,tahu isi,harian,16,12,1317.0,1100,24180.0,20338.0
9/10/2021,kue lumpur,harian,13,10,1519.0,1200,19873.0,20206.0
9/10/2021,wingko,harian,13,8,3375.0,1200,12795.0,12172.0
9/10/2021,lemper,harian,34,31,2313.0,1200,67855.0,55404.0
11/10/2021,bolu kukus,pesanan,23,19,2736.0,1200,54532.0,28997.0
11/10/2021,kue lapis,harian,27,23,2422.0,1100,70712.0,29165.0
11/10/2021,kue soes,harian,22,18,2870.0,1300,21266.0,40247.0
11/10/2021,risoles,harian,41,41,2939.0,1100,85350.0,62589.0
11/10/2021,tahu isi,harian,47,40,2574.0,1100,99551.0,40616.0
11/10/2021,kue lumpur,harian,30,24,1634.0,1200,67201.0,53307.0
11/10/2021,wingko,harian,27,24,1786.0,1200,81184.0,23532.0
11/10/2021,lemper,pesanan,43,37,2031.0,1200,66321.0,57590.0
12/10/2021,bolu kukus,harian,16,15,3062.0,1200,35004.0,20669.0
12/10/2021,kue lapis,pesanan,12,8,1567.0,1100,22840.0,14101.0
12/10/2021,kue soes,harian,47,45,2691.0,1300,83626.0,82546.0
12/10/2021,risoles,pesanan,22,20,1600.0,1100,20548.0,21637.0
12/10/2021,tahu isi,harian,42,37,1854.0,1100,69017.0,52284.0
12/10/2021,kue lumpur,harian,12,7,1543.0,1200,10668.0,16684.0
12/10/2021,wingko,pesanan,46,43,1390.0,1200,84523.0,37440.0
12/10/2021,lemper,harian,20,13,1489.0,1200,17083.0,25247.0
13/10/2021,bolu kukus,pesanan,25,25,2596.0,1200,69015.0,35417.0
13/10/2021,kue lapis,harian,34,28,2625.0,1100,81894.0,45219.0
13/10/2021,kue soes,harian,22,20,1548.0,1300,36631.0,45286.0
13/10/2021,risoles,harian,39,38,3478.0,1100,49376.0,51156.0
13/10/2021,tahu isi,pesanan,15,8,1023.0,1100,19365.0,17788.0
13/10/2021,kue lumpur,harian,23,17,2402.0,1200,25174.0,29181.0
13/10/2021,wingko,pesanan,35,28,2454.0,1200,99891.0,37715.0
13/10/2021,lemper,harian,12,7,1603.0,1200,17227.0,16914.0
14/10/2021,bolu kukus,harian,34,32,2483.0,1200,85654.0,70115.0
14/10/2021,kue lapis,harian,28,25,1810.0,1100,44590.0,17649.0
14/10/2021,kue soes,harian,32,29,2842.0,1300,39482.0,17939.0
14/10/2021,risoles,harian,41,37,974.0,1100,71033.0,63510.0
14/10/2021,tahu isi,pesanan,34,29,2245.0,1100,59770.0,37249.0
14/10/2021,kue lumpur,harian,18,13,1687.0,1200,12152.0,13457.0
14/10/2021,wingko,harian,44,40,2687.0,1200,94856.0,59856.0
14/10/2021,lemper,harian,41,36,1290.0,1200,71208.0,40116.0
15/10/2021,bolu kukus,harian,42,42,2176.0,1200,114787.0,61501.0
15/10/2021,kue lapis,harian,23,18,1806.0,1100,56646.0,12578.0
15/10/2021,kue soes,harian,10,6,2360.0,1300,14886.0,10624.0
15/10/2021,risoles,harian,36,34,1584.0,1100,74697.0,41392.0
15/10/2021,tahu isi,harian,28,23,1592.0,1100,31061.0,33809.0
15/10/2021,kue lumpur,harian,10,3,1930.0,1200,3306.0,13438.0
15/10/2021,wingko,harian,25,20,2902.0,1200,57209.0,44459.0
15/10/2021,lemper,harian,36,31,3012.0,1200,60454.0,62617.0
16/10/2021,bolu kukus,harian,50,46,2101.0,1200,122177.0,27740.0
16/10/2021,kue lapis,harian,12,5,2317.0,1100,12177.0,11939.0
16/10/2021,kue soes,pesanan,48,44,1894.0,1300,137146.0,65431.0
16/10/2021,risoles,harian,44,41,1201.0,1100,47162.0,55481.0
16/10/2021,tahu isi,harian,17,13,2097.0,1100,25413.0,15942.0
16/10/2021,kue lumpur,harian,14,8,2473.0,1200,23998.0,9756.0
16/10/2021,wingko,harian,38,32,2900.0,1200,67258.0,58236.0
16/10/2021,lemper,pesanan,40,38,386.0,1200,58757.0,76849.0
18/10/2021,bolu kukus,harian,43,40,2738.0,1200,117125.0,59572.0
18/10/2021,kue lapis,harian,10,7,435.0,1100,2687.0,10520.0
18/10/2021,kue soes,harian,25,25,3263.0,1300,71994.0,35853.0
18/10/2021,risoles,harian,15,14,2179.0,1100,28646.0,17498.0
18/10/2021,tahu isi,harian,28,25,1717.0,1100,41036.0,19823.0
18/10/2021,kue lumpur,pesanan,27,23,1113.0,1200,27566.0,37297.0
18/10/2021,wingko,harian,46,44,3620.0,1200,149103.0,31826.0
18/10/2021,lemper,harian,35,31,2505.0,1200,90940.0,37117.0
19/10/2021,bolu kukus,harian,25,22,2279.0,1200,54394.0,24033.0
19/10/2021,kue lapis,harian,30,27,1899.0,1100,56210.0,23839.0
19/10/2021,kue soes,harian,43,43,2453.0,1300,93090.0,21326.0
19/10/2021,risoles,pesanan,16,12,2215.0,1100,38378.0,19495.0
19/10/2021,tahu isi,harian,44,41,936.0,1100,105102.0,65002.0
19/10/2021,kue lumpur,harian,39,32,1067.0,1200,60341.0,54576.0
19/10/2021,wingko,pesanan,11,4,3460.0,1200,12657.0,13646.0
19/10/2021,lemper,harian,44,42,2976.0,1200,90598.0,50562.0
20/10/2021,bolu kukus,pesanan,29,29,2072.0,1200,68637.0,50876.0
20/10/2021,kue lapis,harian,38,36,785.0,1100,88080.0,49757.0
20/10/2021,kue soes,harian,48,44,3452.0,1300,134041.0,59948.0
20/10/2021,risoles,harian,50,46,2372.0,1100,96296.0,68051.0
20/10/2021,tahu isi,harian,48,43,1329.0,1100,124834.0,59013.0
20/10/2021,kue lumpur,pesanan,22,19,3055.0,1200,42591.0,26839.0
20/10/2021,wingko,harian,16,10,2719.0,1200,23415.0,24931.0
20/10/2021,lemper,harian,28,23,1228.0,1200,59106.0,47986.0
21/10/2021,bolu kukus,harian,17,15,2071.0,1200,43097.0,18780.0
21/10/2021,kue lapis,pesanan,42,37,2417.0,1100,65243.0,52500.0
21/10/2021,kue soes,harian,39,37,2663.0,1300,92311.0,59997.0
21/10/2021,risoles,harian,28,27,1941.0,1100,39814.0,30359.0
21/10/2021,tahu isi,harian,36,31,2077.0,1100,57586.0,35386.0
21/10/2021,kue lumpur,pesanan,48,42,2325.0,1200,73797.0,68642.0
21/10/2021,wingko,harian,44,40,1429.0,1200,103519.0,59627.0
21/10/2021,lemper,harian,10,8,2580.0,1200,17839.0,10599.0
22/10/2021,bolu kukus,harian,20,16,2492.0,1200,37430.0,24219.0
22/10/2021,kue lapis,pesanan,41,38,2655.0,1100,74751.0,42528.0
22/10/2021,kue soes,harian,47,44,2457.0,1300,148240.0,59847.0
22/10/2021,risoles,pesanan,49,47,2160.0,1100,85115.0,48545.0
22/10/2021,tahu isi,harian,46,39,1756.0,1100,76224.0,61080.0
22/10/2021,kue lumpur,pesanan,40,37,2692.0,1200,112497.0,49216.0
22/10/2021,wingko,pesanan,12,8,2875.0,1200,15681.0,17237.0
22/10/2021,lemper,harian,35,30,2580.0,1200,57535.0,49843.0
23/10/2021,bolu kukus,harian,50,48,2102.0,1200,120753.0,45674.0
23/10/2021,kue lapis,harian,49,47,500.0,1100,81848.0,51471.0
23/10/2021,kue soes,harian,38,38,2472.0,1300,90208.0,45704.0
23/10/2021,risoles,harian,37,36,1862.0,1100,121731.0,26478.0
23/10/2021,tahu isi,harian,19,14,2927.0,1100,27517.0,19005.0
23/10/2021,kue lumpur,harian,35,29,1927.0,1200,42277.0,30016.0
23/10/2021,wingko,harian,21,17,2723.0,1200,36464.0,18139.0
23/10/2021,lemper,pesanan,41,34,1373.0,1200,76281.0,24238.0
25/10/2021,bolu kukus,harian,39,38,2832.0,1200,59392.0,50426.0
25/10/2021,kue lapis,harian,43,40,2807.0,1100,78913.0,46230.0
25/10/2021,kue soes,harian,28,26,2720.0,1300,52260.0,20060.0
25/10/2021,risoles,harian,16,13,1764.0,1100,25496.0,16019.0
25/10/2021,tahu isi,harian,16,9,2800.0,1100,17965.0,12575.0
25/10/2021,kue lumpur,pesanan,48,46,2351.0,1200,64421.0,70115.0
25/10/2021,wingko,pesanan,29,26,2903.0,1200,66613.0,34116.0
25/10/2021,lemper,harian,42,37,2565.0,1200,42165.0,51988.0
26/10/2021,bolu kukus,harian,27,27,1570.0,1200,63259.0,24303.0
26/10/2021,kue lapis,harian,10,5,3169.0,1100,7880.0,12008.0
26/10/2021,kue soes,harian,11,10,2455.0,1300,28359.0,21127.0
26/10/2021,risoles,harian,46,43,1499.0,1100,89466.0,69678.0
26/10/2021,tahu isi,harian,45,42,2097.0,1100,93082.0,59768.0
26/10/2021,kue lumpur,pesanan,40,34,2000.0,1200,43026.0,70018.0
26/10/2021,wingko,harian,12,10,2759.0,1200,34477.0,15798.0
26/10/2021,lemper,harian,22,17,2299.0,1200,32127.0,26781.0
27/10/2021,bolu kukus,harian,42,40,1627.0,1200,58004.0,44592.0
27/10/2021,kue lapis,pesanan,34,28,2368.0,1100,36008.0,38065.0
27/10/2021,kue soes,harian,45,44,2125.0,1300,122734.0,51773.0
27/10/2021,risoles,harian,31,31,2899.0,1100,70335.0,23933.0
27/10/2021,tahu isi,pesanan,36,33,1052.0,1100,30638.0,43029.0
27/10/2021,kue lumpur,harian,34,31,2329.0,1200,66342.0,29069.0
27/10/2021,wingko,pesanan,28,21,3104.0,1200,49935.0,28381.0
27/10/2021,lemper,harian,10,7,2709.0,1200,10993.0,13445.0
28/10/2021,bolu kukus,harian,41,40,2763.0,1200,67679.0,45187.0
28/10/2021,kue lapis,harian,16,11,1267.0,1100,20715.0,22261.0
28/10/2021,kue soes,harian,29,25,2727.0,1300,82267.0,13649.0
28/10/2021,risoles,harian,24,24,2042.0,1100,43867.0,30426.0
28/10/2021,tahu isi,harian,47,42,2043.0,1100,54386.0,49730.0
28/10/2021,kue lumpur,harian,50,43,2603.0,1200,60575.0,43530.0
28/10/2021,wingko,pesanan,12,7,2255.0,1200,23158.0,11713.0
28/10/2021,lemper,harian,34,29,2380.0,1200,26040.0,47932.0
29/10/2021,bolu kukus,harian,22,20,2656.0,1200,23167.0,31257.0
29/10/2021,kue lapis,harian,35,32,3317.0,1100,70027.0,33256.0
29/10/2021,kue soes,harian,36,33,2868.0,1300,66921.0,60451.0
29/10/2021,risoles,harian,41,37,1992.0,1100,68908.0,56470.0
29/10/2021,tahu isi,pesanan,27,22,1987.0,1100,58884.0,26406.0
29/10/2021,kue lumpur,harian,37,31,2005.0,1200,54855.0,35677.0
29/10/2021,wingko,harian,36,31,1895.0,1200,58413.0,25837.0
29/10/2021,lemper,harian,42,36,1926.0,1200,47817.0,47043.0
30/10/2021,bolu kukus,harian,40,38,1492.0,1200,67557.0,35752.0
30/10/2021,kue lapis,pesanan,41,37,2093.0,1100,90345.0,78918.0
30/10/2021,kue soes,harian,12,9,1913.0,1300,23564.0,11339.0
30/10/2021,risoles,harian,26,23,1393.0,1100,75806.0,25871.0
30/10/2021,tahu isi,harian,26,22,2309.0,1100,28100.0,28873.0
30/10/2021,kue lumpur,harian,26,20,1726.0,1200,53395.0,37459.0
30/10/2021,wingko,harian,29,25,2086.0,1200,48156.0,41334.0
30/10/2021,lemper,pesanan,14,8,1724.0,1200,12172.0,15976.0
1/11/2021,bolu kukus,harian,39,37,1672.0,1200,54598.0,53507.0
1/11/2021,kue lapis,harian,30,27,2338.0,1100,49969.0,25199.0
1/11/2021,kue soes,harian,10,10,2514.0,1300,24386.0,16588.0
1/11/2021,risoles,harian,34,32,1831.0,1100,53422.0,42782.0
1/11/2021,tahu isi,harian,28,24,2376.0,1100,61078.0,32162.0
1/11/2021,kue lumpur,harian,49,43,2616.0,1200,99276.0,34579.0
1/11/2021,wingko,harian,37,32,2903.0,1200,42056.0,30561.0
1/11/2021,lemper,harian,16,9,2249.0,1200,9034.0,17290.0
2/11/2021,bolu kukus,harian,15,13,1443.0,1200,20665.0,19497.0
2/11/2021,kue lapis,pesanan,16,11,2439.0,1100,28044.0,15041.0
2/11/2021,kue soes,harian,25,21,2256.0,1300,47030.0,37613.0
2/11/2021,risoles,harian,18,18,2101.0,1100,36549.0,18439.0
2/11/2021,tahu isi,harian,19,15,1613.0,1100,25910.0,28083.0
2/11/2021,kue lumpur,pesanan,49,43,2185.0,1200,117950.0,35633.0
2/11/2021,wingko,harian,21,14,2156.0,1200,31156.0,12590.0
2/11/2021,lemper,harian,36,30,2176.0,1200,58086.0,64830.0
3/11/2021,bolu kukus,harian,12,10,2168.0,1200,25406.0,18978.0
3/11/2021,kue lapis,harian,24,21,1651.0,1100,37742.0,16773.0
3/11/2021,kue soes,pesanan,12,9,2791.0,1300,22912.0,19653.0
3/11/2021,risoles,harian,11,10,2855.0,1100,34933.0,14018.0
3/11/2021,tahu isi,pesanan,26,19,1731.0,1100,53825.0,19690.0
3/11/2021,kue lumpur,harian,34,27,1675.0,1200,57096.0,49321.0
3/11/2021,wingko,pesanan,34,27,2671.0,1200,75139.0,44601.0
3/11/2021,lemper,harian,37,35,1377.0,1200,59173.0,33388.0
4/11/2021,bolu kukus,harian,21,20,2330.0,1200,45119.0,30198.0
4/11/2021,kue lapis,harian,43,41,1783.0,1100,103348.0,50352.0
4/11/2021,kue soes,harian,22,18,1921.0,1300,44009.0,25990.0
4/11/2021,risoles,harian,36,33,1756.0,1100,77678.0,48199.0
4/11/2021,tahu isi,pesanan,10,6,2065.0,1100,12069.0,5947.0
4/11/2021,kue lumpur,harian,13,11,2009.0,1200,26204.0,15594.0
4/11/2021,wingko,pesanan,46,44,2512.0,1200,117911.0,77424.0
4/11/2021,lemper,harian,41,39,1580.0,1200,116815.0,48409.0
5/11/2021,bolu kukus,harian,43,42,1967.0,1200,55858.0,59068.0
5/11/2021,kue lapis,harian,42,37,2631.0,1100,42290.0,42384.0
5/11/2021,kue soes,harian,32,29,3865.0,1300,99809.0,28130.0
5/11/2021,risoles,harian,43,39,1385.0,1100,56229.0,77327.0
5/11/2021,tahu isi,pesanan,29,24,983.0,1100,51644.0,37134.0
5/11/2021,kue lumpur,pesanan,50,47,1732.0,1200,82645.0,39614.0
5/11/2021,wingko,harian,27,21,2543.0,1200,39070.0,35296.0
5/11/2021,lemper,pesanan,43,37,2391.0,1200,71081.0,32532.0
5/11/2021,es pisang ijo,pesanan,6,5,11096.0,7000,79370.0,33074.0
6/11/2021,bolu kukus,harian,42,40,1943.0,1200,117278.0,25587.0
6/11/2021,kue lapis,pesanan,24,20,1526.0,1100,48903.0,28062.0
6/11/2021,kue soes,harian,46,42,1890.0,1300,70056.0,61504.0
6/11/2021,risoles,harian,34,32,2630.0,1100,74275.0,44388.0
6/11/2021,tahu isi,harian,29,27,1995.0,1100,68462.0,14758.0
6/11/2021,kue lumpur,pesanan,40,37,2378.0,1200,104036.0,49151.0
6/11/2021,wingko,harian,38,32,2835.0,1200,94410.0,53270.0
6/11/2021,lemper,harian,26,22,2068.0,1200,32625.0,26156.0
8/11/2021,bolu kukus,harian,36,36,2260.0,1200,52936.0,42307.0
8/11/2021,kue lapis,harian,39,35,2113.0,1100,65269.0,28280.0
8/11/2021,kue soes,harian,16,13,2556.0,1300,24809.0,16338.0
8/11/2021,risoles,harian,12,12,1531.0,1100,21740.0,6266.0
8/11/2021,tahu isi,harian,47,43,2427.0,1100,92103.0,60394.0
8/11/2021,kue lumpur,harian,27,25,1027.0,1200,74778.0,56288.0
8/11/2021,wingko,pesanan,43,36,2404.0,1200,76379.0,70081.0
8/11/2021,lemper,harian,17,13,2160.0,1200,24782.0,22618.0
9/11/2021,bolu kukus,harian,27,23,628.0,1200,12747.0,30019.0
9/11/2021,kue lapis,harian,13,7,1311.0,1100,22088.0,12123.0
9/11/2021,kue soes,harian,48,44,2195.0,1300,145408.0,26487.0
9/11/2021,risoles,pesanan,30,28,1652.0,1100,40823.0,44609.0
9/11/2021,tahu isi,harian,50,45,1952.0,1100,80290.0,61189.0
9/11/2021,kue lumpur,harian,32,26,1973.0,1200,69648.0,45715.0
9/11/2021,wingko,harian,47,41,2938.0,1200,129676.0,77340.0
9/11/2021,lemper,harian,36,32,2092.0,1200,86808.0,57838.0
10/11/2021,lemper,pesanan,55,55,1094.0,1200,121757.0,73042.0
10/11/2021,bubur sumsum,pesanan,115,115,7243.0,3000,755367.0,503773.0
10/11/2021,bolu kukus,harian,15,13,2293.0,1200,33183.0,16949.0
10/11/2021,kue lapis,harian,11,6,1161.0,1100,11141.0,12621.0
10/11/2021,kue soes,harian,43,39,2998.0,1300,119204.0,52396.0
10/11/2021,risoles,pesanan,25,25,3119.0,1100,48611.0,30868.0
10/11/2021,tahu isi,harian,16,12,1401.0,1100,10408.0,19264.0
10/11/2021,kue lumpur,harian,18,11,2555.0,1200,20932.0,22331.0
10/11/2021,wingko,harian,33,29,2067.0,1200,45956.0,35296.0
10/11/2021,lemper,pesanan,24,20,2814.0,1200,28210.0,25107.0
11/11/2021,bolu kukus,harian,18,14,1857.0,1200,22657.0,22532.0
11/11/2021,kue lapis,harian,14,7,2080.0,1100,23114.0,16623.0
11/11/2021,kue soes,harian,49,46,2508.0,1300,167651.0,64963.0
11/11/2021,risoles,harian,26,26,2557.0,1100,51030.0,19515.0
11/11/2021,tahu isi,pesanan,32,28,1971.0,1100,48706.0,41781.0
11/11/2021,kue lumpur,harian,25,20,1722.0,1200,40131.0,13539.0
11/11/2021,wingko,harian,49,42,1892.0,1200,91946.0,39537.0
11/11/2021,lemper,pesanan,12,9,2600.0,1200,15379.0,13843.0
12/11/2021,bolu kukus,harian,34,31,1729.0,1200,70472.0,38869.0
12/11/2021,kue lapis,harian,39,35,2713.0,1100,59849.0,47141.0
12/11/2021,kue soes,harian,17,13,2295.0,1300,35228.0,36670.0
12/11/2021,risoles,harian,13,12,602.0,1100,21821.0,21241.0
12/11/2021,tahu isi,pesanan,10,5,2173.0,1100,9589.0,10724.0
12/11/2021,kue lumpur,harian,12,9,1919.0,1200,12552.0,15016.0
12/11/2021,wingko,harian,10,7,3389.0,1200,8579.0,16259.0
12/11/2021,lemper,harian,12,7,2716.0,1200,16779.0,16414.0
13/11/2021,bolu kukus,harian,32,28,2821.0,1200,69710.0,47097.0
13/11/2021,kue lapis,pesanan,43,37,2424.0,1100,105176.0,33565.0
13/11/2021,kue soes,pesanan,45,44,1485.0,1300,126654.0,54487.0
13/11/2021,risoles,harian,12,8,2279.0,1100,18849.0,13978.0
13/11/2021,tahu isi,harian,12,7,2176.0,1100,13443.0,14412.0
13/11/2021,kue lumpur,harian,40,34,1518.0,1200,51999.0,51778.0
13/11/2021,wingko,harian,29,25,1483.0,1200,73993.0,19844.0
13/11/2021,lemper,harian,26,22,3272.0,1200,63472.0,21798.0
15/11/2021,bolu kukus,pesanan,45,44,2659.0,1200,36560.0,63565.0
15/11/2021,kue lapis,pesanan,48,44,1997.0,1100,56667.0,44691.0
15/11/2021,kue soes,harian,21,18,2213.0,1300,34090.0,37396.0
15/11/2021,risoles,harian,12,8,2646.0,1100,14684.0,15215.0
15/11/2021,tahu isi,harian,39,34,2055.0,1100,61663.0,34035.0
15/11/2021,kue lumpur,harian,23,18,1337.0,1200,33534.0,31996.0
15/11/2021,wingko,pesanan,25,21,2596.0,1200,62959.0,27767.0
15/11/2021,lemper,harian,25,21,791.0,1200,48806.0,30853.0
15/11/2021,es pisang ijo,harian,7,5,10754.0,7000,80379.0,50585.0
16/11/2021,bolu kukus,pesanan,45,42,1460.0,1200,121293.0,54634.0
16/11/2021,kue lapis,pesanan,42,39,2907.0,1100,81327.0,42135.0
16/11/2021,kue soes,harian,18,15,2727.0,1300,27916.0,23442.0
16/11/2021,risoles,harian,41,41,2138.0,1100,77362.0,45537.0
16/11/2021,tahu isi,harian,15,13,1821.0,1100,35942.0,23289.0
16/11/2021,kue lumpur,pesanan,47,45,1066.0,1200,124737.0,16853.0
16/11/2021,wingko,harian,35,29,1922.0,1200,90698.0,90453.0
16/11/2021,lemper,harian,46,44,1756.0,1200,60753.0,76097.0
17/11/2021,bolu kukus,harian,25,22,2289.0,1200,53651.0,24420.0
17/11/2021,kue lapis,harian,31,25,1713.0,1100,40394.0,52137.0
17/11/2021,kue soes,harian,23,23,2182.0,1300,65953.0,38049.0
17/11/2021,risoles,harian,28,25,1957.0,1100,68702.0,30982.0
17/11/2021,tahu isi,pesanan,31,26,2164.0,1100,57078.0,32935.0
17/11/2021,kue lumpur,pesanan,20,13,1945.0,1200,17723.0,29665.0
17/11/2021,wingko,pesanan,49,46,1460.0,1200,93988.0,47007.0
17/11/2021,lemper,harian,42,37,1091.0,1200,65731.0,40737.0
18/11/2021,bolu kukus,pesanan,26,24,1815.0,1200,38493.0,18781.0
18/11/2021,kue lapis,harian,15,8,2116.0,1100,20018.0,21330.0
18/11/2021,kue soes,harian,24,24,2157.0,1300,77490.0,40248.0
18/11/2021,risoles,harian,48,44,2360.0,1100,79470.0,39658.0
18/11/2021,tahu isi,harian,11,8,2125.0,1100,11825.0,16315.0
18/11/2021,kue lumpur,harian,42,36,1093.0,1200,83842.0,35970.0
18/11/2021,wingko,harian,49,45,1965.0,1200,106853.0,89676.0
18/11/2021,lemper,harian,31,29,1691.0,1200,57721.0,40095.0
19/11/2021,bolu kukus,harian,45,45,2212.0,1200,81580.0,63573.0
19/11/2021,kue lapis,harian,23,17,2597.0,1100,35570.0,18768.0
19/11/2021,kue soes,harian,32,31,2634.0,1300,64636.0,58940.0
19/11/2021,risoles,harian,49,45,819.0,1100,124263.0,66312.0
19/11/2021,tahu isi,harian,42,39,2117.0,1100,80842.0,49374.0
19/11/2021,kue lumpur,harian,33,30,1104.0,1200,61244.0,23986.0
19/11/2021,wingko,harian,18,15,3451.0,1200,45685.0,19151.0
19/11/2021,lemper,pesanan,24,20,1600.0,1200,45240.0,14992.0
19/11/2021,es pisang ijo,harian,7,6,12104.0,7000,76878.0,26175.0
20/11/2021,bolu kukus,pesanan,38,35,992.0,1200,63662.0,41674.0
20/11/2021,kue lapis,pesanan,49,42,2280.0,1100,84512.0,35788.0
20/11/2021,kue soes,harian,26,25,3106.0,1300,46476.0,32676.0
20/11/2021,risoles,harian,50,47,2106.0,1100,108944.0,50572.0
20/11/2021,tahu isi,harian,21,18,1770.0,1100,17696.0,23430.0
20/11/2021,kue lumpur,harian,16,10,1788.0,1200,8966.0,25948.0
20/11/2021,wingko,harian,20,13,2387.0,1200,36288.0,18642.0
20/11/2021,lemper,harian,34,29,1963.0,1200,71702.0,59274.0
22/11/2021,bolu kukus,harian,41,38,2890.0,1200,61568.0,41581.0
22/11/2021,kue lapis,harian,32,26,2572.0,1100,37730.0,44958.0
22/11/2021,kue soes,harian,17,13,2665.0,1300,33561.0,14654.0
22/11/2021,risoles,harian,15,11,2396.0,1100,32161.0,23068.0
22/11/2021,tahu isi,pesanan,14,10,3246.0,1100,25446.0,9303.0
